Date,SOLVPN,COPPER,DXY,UST10Y,VIX,dlog_SOLVPN,dlog_COPPER,dlog_DXY,dlog_VIX,d_UST10Y
2020-11-10,938.95,3.1595,92.736,0.96,24.8,-0.025851772647239812,0.0,0.00022647491887095583,-0.0375909739388085,0.03599999999999992
2020-11-11,965.62,3.1375,93.024,0.977,23.45,0.02800815242496224,-0.00698748277347061,0.0031007776782487895,-0.05597315827864824,0.017000000000000015
2020-11-12,968.11,3.148,92.956,0.883,25.35,0.002575335104913812,0.003341026097254618,-0.0007312614585464061,0.07790823514490386,-0.09399999999999997
2020-11-13,977.61,3.1805,92.75,0.898,23.1,0.009765100313492425,0.010271086581564948,-0.002218561430375132,-0.0929461125094444,0.015000000000000013
2020-11-16,972.27,3.225,92.63,0.911,22.45,-0.005477273832470431,0.013894533111014074,-0.0012946382216076913,-0.028542003339484534,0.013000000000000012
2020-11-17,967.79,3.203,92.398,0.862,22.71,-0.00461842207264862,-0.0068450796207149,-0.002507729874199782,0.011514741929203876,-0.049000000000000044
2020-11-18,966.47,3.2035,92.311,0.87,23.84,-0.001364863260278959,0.00015609146991812928,-0.0009420223858471743,0.04855948607968186,0.008000000000000007
2020-11-19,967.46,3.2085,92.284,0.842,23.11,0.0010238220478280269,0.0015595761114937101,-0.0002925323025273485,-0.03109941791085946,-0.028000000000000025
2020-11-20,960.51,3.2975,92.395,0.824,23.7,-0.007209686981455299,0.02736106740089972,0.0012020859260264416,0.02520962385479608,-0.018000000000000016
2020-11-23,955.72,3.265,92.494,0.859,22.66,-0.004999410276227856,-0.00990484288093807,0.0010709129203094747,-0.04487379254122548,0.03500000000000003
2020-11-24,946.9,3.3075,92.22,0.885,21.64,-0.009271492132875814,0.012932854278579153,-0.0029667507711383934,-0.04605780162157913,0.026000000000000023
2020-11-25,953.69,3.318,91.966,0.882,21.25,0.007145180062825496,0.0031695747612792147,-0.0027580832529654487,-0.01818655860785512,-0.0030000000000000027
2020-11-26,954.24,3.3478,91.966,0.859,21.25,0.0005765410840385954,0.008941221918129738,0.0,0.0,-0.02300000000000002
2020-11-27,964.47,3.412,91.801,0.842,20.84,0.010663515526652567,0.01899521594304998,-0.0017957527122929307,-0.01948267848525953,-0.017000000000000015
2020-11-30,957.7,3.4335,91.858,0.842,20.57,-0.0070441511353971364,0.0062815194491614434,0.0006207155851889468,-0.013040513220300642,0.0
2020-12-01,971.36,3.48,91.297,0.929,20.77,0.014162574854549526,0.013452144707788882,-0.0061259780449844925,0.00967593422315538,0.08700000000000008
2020-12-02,958.51,3.4845,91.115,0.938,21.17,-0.01331715598266836,0.0012922681100535627,-0.001995483415487165,0.019075447258752654,0.008999999999999897
2020-12-03,960.93,3.4865,90.718,0.911,21.28,0.002521570126974737,0.0005738057824917764,-0.004366651056969317,0.005182579326669767,-0.026999999999999913
2020-12-04,974.08,3.521,90.694,0.973,20.79,0.013591870266782102,0.009846672493987185,-0.0002645910980527688,-0.023295562603522058,0.061999999999999944
2020-12-07,968.28,3.514,90.789,0.928,21.3,-0.00597213414479647,-0.0019900504080101467,0.001046930111107791,0.024234970845458115,-0.04499999999999993
2020-12-08,965.93,3.4965,90.968,0.921,20.68,-0.00242993382963963,-0.004992521603120803,0.001969663428317503,-0.029540023075151023,-0.007000000000000006
2020-12-09,947.25,3.5105,91.083,0.938,22.27,-0.019528317920065597,0.003996009313381954,0.0012633824070871214,0.07407343162904789,0.016999999999999904
2020-12-10,949.15,3.5725,90.82,0.906,22.52,0.002003797337840396,0.017507153346718818,-0.002891653059704069,0.01116332200221315,-0.03199999999999992
2020-12-11,948.67,3.526,90.97,0.896,23.31,-0.0005058435575922005,-0.01310154684620679,0.0016502561641660307,0.034478649776175985,-0.010000000000000009
2020-12-14,948.09,3.524,90.731,0.898,24.72,-0.0006115692212800283,-0.0005673759017454927,-0.0026306970003977526,0.058730179541824246,0.0020000000000000018
2020-12-15,950.46,3.542,90.409,0.911,22.89,0.002496643471135762,0.005094831286708734,-0.0035552648688392807,-0.07691249862501426,0.013000000000000012
2020-12-16,952.73,3.5575,90.359,0.92,22.5,0.0023854697391714197,0.004366511621228808,-0.0005531952699051601,-0.017184824754101324,0.009000000000000008
2020-12-17,974.39,3.6,89.741,0.935,21.93,0.022480086509204966,0.011875794480193713,-0.006862880906203017,-0.025659746780577475,0.015000000000000013
2020-12-18,969.88,3.63,89.953,0.945,21.57,-0.004639281672847773,0.008298802814695083,0.0023595679139010173,-0.016552102028731586,0.009999999999999898
2020-12-21,965.8,3.5755,89.949,0.938,25.16,-0.00421557906490122,-0.015127621770445687,-4.4468655164386917e-05,0.15395197143117478,-0.007000000000000006
2020-12-22,972.18,3.519,90.546,0.921,24.23,0.006584199061522966,-0.015928168166865486,0.006615165817105861,-0.03766389700380568,-0.016999999999999904
2020-12-23,967.5,3.555,90.34,0.945,23.31,-0.00482554759702758,0.010178204915756162,-0.0022776786380100944,-0.038709081780768706,0.02399999999999991
2020-12-24,970.02,3.5615,90.25,0.926,21.53,0.002601264937633019,0.0018267411810670708,-0.0009967330134674768,-0.07943514167139387,-0.018999999999999906
2020-12-28,976.72,3.57,90.275,0.923,21.7,0.006883329519030035,0.0023837913552762213,0.00027696995053094753,0.007864949170142133,-0.0030000000000000027
2020-12-29,975.18,3.5535,89.918,0.94,23.08,-0.0015779500174604166,-0.0046325625067347165,-0.003962423258379921,0.06165418109348497,0.016999999999999904
2020-12-30,981.41,3.549,89.649,0.926,22.77,0.006368243785918715,-0.0012671596204534286,-0.0029960984058936546,-0.01352256156425069,-0.013999999999999901
2020-12-31,994.16,3.519,89.894,0.916,22.75,0.012907846368681142,-0.008489015324911309,0.002729152927922307,-0.0008787346786887085,-0.010000000000000009
2021-01-04,974.28,3.5545,89.845,0.918,26.97,-0.02019942283538434,0.010037548047952649,-0.0005452350487535895,0.17015999175467922,0.0020000000000000018
2021-01-05,979.82,3.6395,89.409,0.955,25.34,0.005670144662837551,0.02363190318877484,-0.0048646151250082426,-0.062340962258645494,0.03699999999999992
2021-01-06,960.89,3.6505,89.502,1.039,25.07,-0.01950894300631134,0.0030178349378278124,0.0010396231464397943,-0.01071226272279091,0.08399999999999996
2021-01-07,972.68,3.696,89.791,1.081,22.37,0.012195210020976788,0.012387009265434346,0.003223776168524317,-0.11395113666816403,0.04200000000000004
2021-01-08,981.78,3.6735,90.068,1.119,21.56,0.009312102329000815,-0.006106267701242674,0.0030801930290413893,-0.036881029461242054,0.038000000000000034
2021-01-11,973.58,3.5645,90.442,1.144,24.08,-0.008387251523711114,-0.030121094502649104,0.004143820676643095,0.1105418743998241,0.02499999999999991
2021-01-12,972.08,3.6055,90.064,1.129,23.33,-0.001541893544791506,0.011436665799131163,-0.004188232552386317,-0.03164153440728157,-0.014999999999999902
2021-01-13,979.67,3.617,90.334,1.092,22.21,0.007777674662525769,0.003184495595283776,0.002993383536488814,-0.04919744812700255,-0.03699999999999992
2021-01-14,984.72,3.6645,90.215,1.129,23.25,0.005141556539157932,0.013046947413806853,-0.001318201897897886,0.045762494127029374,0.03699999999999992
2021-01-15,994.23,3.602,90.754,1.087,24.34,0.009611231418363175,-0.017202653630003617,0.005956838948316445,0.045815955526015806,-0.04200000000000004
2021-01-19,1010.81,3.6335,90.476,1.092,23.24,0.016538700398636585,0.008707124320789461,-0.0030679271428430965,-0.04624615557567102,0.0050000000000001155
2021-01-20,1019.92,3.6415,90.469,1.077,21.58,0.008972203210826812,0.002199313601279229,-7.737157703768816e-05,-0.07410797215372167,-0.015000000000000124
2021-01-21,1022.39,3.6475,90.127,1.109,21.32,0.002418830837902064,0.0016463167389708655,-0.0037874638289778773,-0.012121360532344916,0.03200000000000003
2021-01-22,1022.31,3.626,90.212,1.086,21.91,-7.82510882189058e-05,-0.005911889082144572,0.0009426691541429832,0.027297554309731353,-0.02299999999999991
2021-01-25,1030.65,3.6295,90.373,1.033,23.19,0.008124898565644578,0.0009647854100991449,0.001783094306362365,0.05677799766006553,-0.05300000000000016
2021-01-26,1034.85,3.6195,90.148,1.033,23.02,0.0040668175150324615,-0.0027590029916992886,-0.002492786063805319,-0.007357747973704143,0.0
2021-01-27,1016.7,3.5575,90.64,1.013,37.21,-0.01769440037911174,-0.017277843769188506,0.005442852563331435,0.48021413906479493,-0.020000000000000018
2021-01-28,1013.15,3.58,90.427,1.052,30.21,-0.0034977989697768663,0.006304749430738443,-0.0023527213490206478,-0.20840454695995092,0.039000000000000146
2021-01-29,1014.52,3.558,90.569,1.071,33.09,0.0013513049051088188,-0.006164211168965705,0.001569095771557727,0.09105812653494061,0.018999999999999906
2021-02-01,1045.36,3.5455,90.975,1.079,30.24,0.029945729464443183,-0.0035193954817289708,0.004472752355935583,-0.09006557062218867,0.008000000000000007
2021-02-02,1053.54,3.5245,91.189,1.095,25.56,0.00779459851840425,-0.005940611530121043,0.0023495322725164414,-0.16813692180199835,0.016000000000000014
2021-02-03,1042.7,3.5655,91.148,1.139,22.91,-0.010342419403746916,0.011565714254428094,-0.000449716740880568,-0.10945513304392973,0.04400000000000004
2021-02-04,1035.7,3.555,91.52,1.136,21.77,-0.006735976200713978,-0.0029492332310170344,0.004072968601628091,-0.05104062121894826,-0.0030000000000001137
2021-02-05,1039.92,3.627,91.032,1.169,20.87,0.004066260504930419,0.02005079704556101,-0.00534643457678019,-0.04222015415734681,0.03300000000000014
2021-02-08,1043.92,3.6665,90.919,1.176,21.24,0.0038390710542275386,0.010831668250951942,-0.0012420928110090657,0.017573475284628604,0.006999999999999895
2021-02-09,1047.04,3.719,90.429,1.16,21.63,0.002984277380281064,0.014217286391215778,-0.005403987829573076,0.018195043591229698,-0.016000000000000014
2021-02-10,1048.12,3.773,90.363,1.124,21.99,0.0010309476084469082,0.014415626039240514,-0.0007301208342394006,0.01650656460170241,-0.03599999999999981
2021-02-11,1037.86,3.7735,90.413,1.165,21.25,-0.009837182272455891,0.0001325117606123527,0.0005531707889874227,-0.03423090919624405,0.040999999999999925
2021-02-12,1035.82,3.7875,90.47,1.21,19.97,-0.001967517320021983,0.0037032180927016878,0.0006302416687766765,-0.06212574794270198,0.04499999999999993
2021-02-16,1023.53,3.8345,90.503,1.311,21.46,-0.011935946691358446,0.012332877387289276,0.000364695290079986,0.07195958977482864,0.10099999999999998
2021-02-17,1026.49,3.8235,90.949,1.282,21.5,0.002887778711444966,-0.0028728147206340537,0.004915910523728861,0.0018621979310644576,-0.028999999999999915
2021-02-18,1027.74,3.905,90.6,1.297,22.49,0.0012170011676202463,0.021091549789506336,-0.0038446968025249717,0.04501783083760724,0.014999999999999902
2021-02-19,1029.22,4.077,90.363,1.34,22.05,0.0014390170498161936,0.043103640545467226,-0.002619321469047975,-0.019758164078369056,0.04300000000000015
2021-02-22,1013.07,4.1465,89.999,1.369,23.45,-0.015815909248308557,0.016903181072004836,-0.004036332422460376,0.06155789299943315,0.028999999999999915
2021-02-23,1003.79,4.185,90.167,1.343,23.11,-0.009202488512098483,0.00924209903231743,0.0018649473118390603,-0.014605070605998804,-0.026000000000000023
2021-02-24,999.87,4.3015,90.17,1.372,21.34,-0.003912844495952861,0.027457095137827014,3.327104255124169e-05,-0.07968217841268244,0.029000000000000137
2021-02-25,992.42,4.2635,90.135,1.53,28.89,-0.007478865752784003,-0.008873379879298593,-0.0003882310578147141,0.3029122686045369,0.15799999999999992
2021-02-26,985.85,4.0925,90.882,1.407,27.95,-0.006642191566343492,-0.040934388936814115,0.008253415318942636,-0.03307831487703572,-0.123
2021-03-01,984.76,4.113,91.036,1.426,23.35,-0.0011062565511821276,0.004996658985134239,0.0016930709087237261,-0.17982021548620208,0.018999999999999906
2021-03-02,965.54,4.222,90.79,1.398,24.1,-0.019710426339458742,0.026156260177841784,-0.0027058852980017534,0.03161485638170314,-0.028000000000000025
2021-03-03,937.13,4.142,90.942,1.484,26.67,-0.02986551704512319,-0.019130186452736453,0.001672793293908903,0.10132749769731353,0.08600000000000008
2021-03-04,922.57,3.9785,91.644,1.557,28.57,-0.015658759481822493,-0.040273899137940106,0.007689565016672617,0.06881787804875872,0.07299999999999995
2021-03-05,933.52,4.0755,91.99,1.577,24.66,0.011799133703161324,0.024088574716922606,0.00376836979481876,-0.14717471850648334,0.020000000000000018
2021-03-08,917.36,4.093,92.334,1.603,25.47,-0.017462407767802723,0.004284758957890933,0.003732562220704061,0.032318791255167234,0.026000000000000023
2021-03-09,941.47,4.0085,91.964,1.528,24.03,0.025942503812754758,-0.020861091009396704,-0.004015241588080087,-0.05819823924298806,-0.07499999999999996
2021-03-10,943.12,4.0325,91.828,1.521,22.56,0.0017510444410682169,0.005969424516357513,-0.0014799341083646667,-0.06312462311851919,-0.007000000000000117
2021-03-11,965.74,4.139,91.418,1.535,21.91,0.02370111886226134,0.026067681749368576,-0.004474866400006938,-0.029235273022483188,0.014000000000000012
2021-03-12,971.79,4.14,91.678,1.625,20.69,0.006245084889559216,0.00024157507062749772,0.002840042106434737,-0.05729266184992321,0.09000000000000008
2021-03-15,981.89,4.1405,91.852,1.607,20.03,0.010339554051200572,0.00012076565439489428,0.0018961483368711285,-0.032419342079724967,-0.018000000000000016
2021-03-16,990.4,4.0715,91.88,1.621,19.79,0.00862961614343849,-0.01680507156656863,0.0003047917642735598,-0.012054390063252374,0.014000000000000012
2021-03-17,986.55,4.119,91.435,1.646,19.23,-0.0038948935148619412,0.011598933528894628,-0.004855040494301299,-0.02870520001378596,0.02499999999999991
2021-03-18,975.97,4.108,91.87,1.706,21.58,-0.010782160179708455,-0.002674123387631955,0.004746196956778803,0.11529540022930007,0.06000000000000005
2021-03-19,977.41,4.113,91.925,1.73,20.95,0.0014743677736550609,0.001216397181975415,0.0005984929039604125,-0.029628313461842026,0.02400000000000002
2021-03-22,989.1,4.1395,91.741,1.695,18.88,0.011889222736378713,0.006422318348436207,-0.0020036377071059874,-0.10403548565079213,-0.03499999999999992
2021-03-23,992.69,4.0795,92.347,1.622,20.3,0.0036229912623237936,-0.014600575710005392,0.006583831526375761,0.07251772533038725,-0.07299999999999995
2021-03-24,974.59,4.064,92.53,1.614,21.2,-0.018401560271095185,-0.0038067216105373003,0.0019796952543336133,0.04338029563022516,-0.008000000000000007
2021-03-25,975.06,3.978,92.826,1.633,19.81,0.00048213782894812596,-0.021388529844400095,0.003193856704047704,-0.0678143209675075,0.018999999999999906
2021-03-26,1003.11,4.068,92.775,1.674,18.86,0.02836144536957974,0.022372297754532866,-0.0005495660183250095,-0.049143583505148136,0.040999999999999925
2021-03-29,1005.53,4.0345,92.956,1.717,20.74,0.0024095917346089735,-0.008269099879889108,0.0019490559712576072,0.0950209255960699,0.04300000000000015
2021-03-30,995.39,3.982,93.321,1.71,19.61,-0.010135424508748159,-0.013098172664419705,0.003918899994441283,-0.05602456259312616,-0.007000000000000117
2021-03-31,1001.04,4.0,93.236,1.744,19.4,0.005660118395386604,0.004510155477885913,-0.0009112497079373227,-0.01076657413897264,0.03400000000000003
2021-04-01,1018.39,3.994,92.947,1.673,17.33,0.017183489313756795,-0.0015011261262669606,-0.0031044749747231037,-0.11283396234176779,-0.07099999999999995
2021-04-05,1029.57,4.1395,92.595,1.707,17.91,0.010918290457717639,0.03578177260309978,-0.003794293715730923,0.032920112345105945,0.03400000000000003
2021-04-06,1028.86,4.118,92.348,1.658,18.12,-0.000689846172234887,-0.005207398991125656,-0.002671094843891275,0.011657084542212814,-0.049000000000000155
2021-04-07,1021.8,4.0575,92.472,1.679,17.16,-0.006885615259340838,-0.014800588198988551,0.0013418463218881627,-0.05443520655501688,0.02100000000000013
2021-04-08,1019.61,4.099,92.069,1.626,16.95,-0.0021455766750815286,0.01017602111559146,-0.004367600052379572,-0.012313260233357326,-0.05300000000000016
2021-04-09,1019.91,4.0445,92.16,1.662,16.69,0.0002941868696204608,-0.013385108046330307,0.0009879010079947292,-0.015458096152715317,0.03600000000000003
2021-04-12,1024.3,4.0225,92.144,1.669,16.91,0.004295064351252265,-0.005454333591469185,-0.00017362618326455248,0.013095425236745228,0.007000000000000117
2021-04-13,1032.34,4.0365,91.844,1.62,16.65,0.007818617704199227,0.0034743799685319487,-0.0032610851345404868,-0.015494946484036376,-0.04899999999999993
2021-04-14,1023.59,4.1315,91.674,1.634,16.99,-0.008512014349963515,0.023262557306168885,-0.0018526798311437886,0.020214719257388047,0.01399999999999979
2021-04-15,1044.36,4.223,91.618,1.574,16.57,0.020088201792697546,0.021905238792704562,-0.0006110468732130059,-0.02503110424536903,-0.05999999999999983
2021-04-16,1043.1,4.172,91.544,1.59,16.25,-0.001207208907496593,-0.01215023881328059,-0.0008080279100060039,-0.019500922662725184,0.016000000000000014
2021-04-19,1047.46,4.243,91.05,1.61,17.29,0.004171137227739763,0.01687502908166194,-0.005410924841796394,0.06203539091945265,0.020000000000000018
2021-04-20,1056.45,4.219,91.227,1.566,18.68,0.00854604494986333,-0.005672433077986261,0.0019420997233146053,0.07732513310549738,-0.04400000000000004
2021-04-21,1058.11,4.2845,91.129,1.559,17.5,0.0015700669084885988,0.015405725984834806,-0.001074820783900421,-0.06525255187122792,-0.007000000000000117
2021-04-22,1050.93,4.278,91.321,1.542,18.71,-0.006808811344174437,-0.0015182484668225804,0.0021046869923306843,0.06685725935652975,-0.016999999999999904
2021-04-23,1061.57,4.34,90.839,1.559,17.33,0.01007345796350645,0.014388737452099676,-0.005292063294954907,-0.07661903655848379,0.016999999999999904
2021-04-26,1064.64,4.443,90.78,1.568,17.64,0.0028877694427622558,0.023455475841457796,-0.0006497117820876142,0.01772994685113094,0.009000000000000119
2021-04-27,1062.56,4.487,90.892,1.625,17.56,-0.001955623037708243,0.009854503040074958,0.0012329914812321263,-0.004545462371674969,0.05699999999999994
2021-04-28,1057.06,4.498,90.593,1.611,17.28,-0.005189621105579967,0.0024485265432776515,-0.00329504113869028,-0.01607382483106079,-0.014000000000000012
2021-04-29,1055.01,4.4865,90.593,1.641,17.61,-0.0019412241485934345,-0.0025599657811485876,0.0,0.01891715913220482,0.030000000000000027
2021-04-30,1064.25,4.468,91.27,1.626,18.61,0.008720080170031785,-0.004132006549021128,0.00744519915792452,0.055232148146044935,-0.015000000000000124
2021-05-03,1048.23,4.5285,90.927,1.599,18.31,-0.015167298257481754,0.013449877625911988,-0.003765159746970781,-0.016251711967740334,-0.026999999999999913
2021-05-04,1036.04,4.5215,91.275,1.591,19.48,-0.01169727433808987,-0.0015469616344685466,0.003819940759886009,0.061940939527969974,-0.008000000000000007
2021-05-05,1028.09,4.524,91.293,1.571,19.15,-0.007703041291605928,0.0005527610554763029,0.00019718680226876728,-0.017085582587734294,-0.020000000000000018
2021-05-06,1020.78,4.6025,90.936,1.57,18.39,-0.007135670898983371,0.01720307587122183,-0.003918151959560134,-0.040495677010425,-0.0009999999999998899
2021-05-07,1034.6,4.7485,90.216,1.579,16.69,0.013447837647313499,0.031229144575774415,-0.007949167454422756,-0.09699730094248604,0.008999999999999897
2021-05-10,1028.14,4.716,90.185,1.604,19.66,-0.00626353405645208,-0.0068677960257457205,-0.00034367880782415483,0.1637763770452767,0.025000000000000133
2021-05-11,1020.53,4.762,90.124,1.622,21.84,-0.007429244340918295,0.009706765389546401,-0.0006766162790237118,0.10515703615768368,0.018000000000000016
2021-05-12,1002.16,4.736,90.686,1.693,27.59,-0.01816442963610765,-0.005474850482966476,0.006216490347452641,0.2337102373524904,0.07099999999999995
2021-05-13,1004.58,4.6905,90.735,1.659,23.13,0.0024118731605708987,-0.009653710997835852,0.0005401800363955545,-0.1763229119858467,-0.03400000000000003
2021-05-14,1020.65,4.6545,90.318,1.635,18.81,0.015870135523085693,-0.007704693009461083,-0.004606394120565405,-0.2067418329304087,-0.02400000000000002
2021-05-17,1018.56,4.7115,90.142,1.652,19.72,-0.0020498141258649127,0.012171835090266425,-0.0019505713820535675,0.04724470586155016,0.016999999999999904
2021-05-18,1026.83,4.7255,89.734,1.64,21.34,0.00808652146125688,0.002967046788299843,-0.004536466228998393,0.07894989669911778,-0.01200000000000001
2021-05-19,1025.33,4.5765,90.191,1.676,22.18,-0.0014618745781369569,-0.03203886161027669,0.005079905324515188,0.038607736048613894,0.03600000000000003
2021-05-20,1034.41,4.568,89.795,1.628,20.67,0.008816703874132692,-0.001859041488988078,-0.0044003493491855394,-0.07050760822854407,-0.04800000000000004
2021-05-21,1031.97,4.481,90.005,1.623,20.15,-0.0023616189994486447,-0.0192292365497031,0.0023359298719682897,-0.025479085300985194,-0.004999999999999893
2021-05-24,1038.81,4.5255,89.838,1.603,18.4,0.006606230382833367,0.009881832481082542,-0.001857175959030677,-0.09085362377775175,-0.020000000000000018
2021-05-25,1045.05,4.5065,89.628,1.56,18.84,0.005988903909871723,-0.004207269270761094,-0.0023402772207070655,0.023631604533277173,-0.04299999999999993
2021-05-26,1049.14,4.5295,90.03,1.581,17.36,0.003906049785521226,0.0050907591128779295,0.00447517695745514,-0.08181355991601302,0.020999999999999908
2021-05-27,1047.99,4.666,89.959,1.606,16.74,-0.0010967370790284647,0.02969061547203311,-0.0007889371426328395,-0.036367644170875124,0.025000000000000133
2021-05-28,1053.74,4.681,89.993,1.581,16.76,0.005471696503343004,0.0032095887186951444,0.00037787854988646785,0.0011940299926078701,-0.025000000000000133
2021-06-01,1061.66,4.6565,89.819,1.606,17.9,0.007487980529514715,-0.005247669338358074,-0.0019353553078902408,0.06580561779277216,0.025000000000000133
2021-06-02,1077.21,4.595,89.901,1.589,17.48,0.014540644337911246,-0.013295337171925103,0.0009125306664836685,-0.02374334261931965,-0.017000000000000126
2021-06-03,1079.79,4.4665,90.501,1.625,18.04,0.002392212545550443,-0.028363651647893562,0.006651835482357704,0.03153414440708824,0.03600000000000003
2021-06-04,1087.76,4.5315,90.133,1.557,16.42,0.0073539580803814175,0.014447906352942574,-0.00407454309958144,-0.09409141061019533,-0.06800000000000006
2021-06-07,1106.71,4.5295,89.946,1.569,16.42,0.01727111425489891,-0.00044145238549408994,-0.002076867010775807,0.0,0.01200000000000001
2021-06-08,1111.93,4.559,90.076,1.538,17.07,0.004705594086498621,0.006491743104099168,0.0014442681738602303,0.03882243278206676,-0.030999999999999917
2021-06-09,1112.96,4.5345,90.121,1.492,17.89,0.0009258885370355685,-0.005388477325819041,0.0004994533864097761,0.046919360714278824,-0.04600000000000004
2021-06-10,1126.28,4.489,90.078,1.437,16.1,0.011897033911846044,-0.010084864105690317,-0.00047725016028010714,-0.10542262553021065,-0.05499999999999994
2021-06-11,1118.16,4.5415,90.55,1.454,15.65,-0.00723568946105857,0.011627394160336202,0.005226222671200098,-0.028348355004255144,0.016999999999999904
2021-06-14,1126.4,4.531,90.475,1.497,16.39,0.007342229227126573,-0.00231468827513015,-0.0008286148796168291,0.04620047576957642,0.04300000000000015
2021-06-15,1117.61,4.3375,90.502,1.489,17.02,-0.007834229755888877,-0.04364452041202349,0.0002983804593990058,0.03771773038948956,-0.008000000000000007
2021-06-16,1106.08,4.3885,91.208,1.581,18.15,-0.010370243450934069,0.011689337777057496,0.00777066262221382,0.06428143756563154,0.09199999999999986
2021-06-17,1109.64,4.1825,91.873,1.511,17.75,0.0032134051805927655,-0.048078329171193035,0.00726457605715769,-0.022285044789434938,-0.07000000000000006
2021-06-18,1104.58,4.1615,92.209,1.443,20.7,-0.004570466176134325,-0.005033567674829209,0.003650551092910348,0.15374818434989868,-0.06799999999999984
2021-06-21,1105.9,4.1845,91.881,1.497,17.89,0.0011943108799012947,0.005511636286778865,-0.0035634781583890884,-0.14589180275069547,0.05400000000000005
2021-06-22,1104.32,4.2245,91.751,1.467,16.66,-0.00142972217167614,0.009513688119970665,-0.0014158754652520145,-0.0712312607819312,-0.030000000000000027
2021-06-23,1098.71,4.3265,91.785,1.485,16.32,-0.00509299657861817,0.02385799045389403,0.00037049952476753134,-0.02061928720273576,0.018000000000000016
2021-06-24,1094.17,4.307,91.795,1.499,15.97,-0.004140679368327405,-0.00451729499268283,0.00010894432955588229,-0.021679387309039733,0.014000000000000012
2021-06-25,1102.91,4.2905,91.844,1.524,15.62,0.007956056313471294,-0.0038383298069351035,0.0005336557176072176,-0.022159817815381455,0.02499999999999991
2021-06-28,1112.48,4.28,91.876,1.482,15.76,0.008639616074543888,-0.002450266671333079,0.00034835619773154747,0.00892294001819316,-0.04200000000000004
2021-06-29,1113.23,4.2645,92.041,1.475,16.02,0.0006739422731500966,-0.0036280688166783204,0.001794288122008325,0.016362857210480364,-0.006999999999999895
2021-06-30,1108.8,4.289,92.431,1.468,15.83,-0.003987350188219274,0.005728664757716162,0.004228290266805601,-0.011931067747292357,-0.007000000000000117
